file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\CharSequenceUtilsTest.java,org.apache.commons.lang3.CharSequenceUtilsTest$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\CharSequenceUtilsTest.java,org.apache.commons.lang3.CharSequenceUtilsTest$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotNull$WithoutMessage,innerclass,2,2,0,2,3,1,0,5,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,1,0,0,0,1,26,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\CharSequenceUtilsTest.java,org.apache.commons.lang3.CharSequenceUtilsTest$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\TypeUtilsTest.java,org.apache.commons.lang3.reflect.AClass$EClass,innerclass,1,1,0,1,0,4,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\concurrent\MultiBackgroundInitializer.java,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,class,4,6,2,4,16,3,0,22,1,0.2857143,0.47619048,0.47619048,7,0,5,0,2,0,7,0,0,0,1,0,0,1,0,0,1,0,2,113,4,1,3,2,0,3,1,7,1,9,3,0,1,2,238,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\Functions.java,org.apache.commons.lang3.Functions$FailableBiFunction,interface,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\function\TriFunctionTest.java,org.apache.commons.lang3.function.TriFunctionTest,class,3,3,0,3,2,2,0,15,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,41,3,0,0,0,0,8,5,9,0,16,1,0,0,3,19,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\time\GmtTimeZone.java,org.apache.commons.lang3.time.GmtTimeZone,class,1,3,2,1,18,2,0,6,3,0.75757575,0.42222223,0.46666667,11,1,9,1,0,1,10,0,0,0,6,4,0,5,0,1,6,0,4,56,11,0,2,0,4,4,8,8,11,8,1,0,0,0,67,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\exception\UncheckedExceptionTest.java,org.apache.commons.lang3.exception.UncheckedExceptionTest,class,3,3,0,3,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ClassUtilsTest.java,org.apache.commons.lang3.ClassUtilsTest$4Named,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\arch\Processor.java,org.apache.commons.lang3.arch.Processor$Arch,enum,0,0,0,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,3,0,1,0,1,0,0,0,0,35,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\function\FailablePredicate.java,org.apache.commons.lang3.function.FailablePredicate,interface,3,7,4,3,6,1,0,3,15,0.8333333,0.0,0.0,6,2,0,0,0,6,6,0,0,0,2,0,0,0,0,2,0,0,2,22,5,0,0,0,0,4,0,2,0,7,0,0,0,5,55,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\ToStringBuilderTest.java,org.apache.commons.lang3.builder.ToStringBuilderTest$ReflectionTestCycleA,innerclass,2,2,0,2,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,8,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\testbed\PublicChild.java,org.apache.commons.lang3.reflect.testbed.PublicChild,class,2,4,2,2,4,2,0,0,6,1.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,1,1,0,0,0,1,1,0,0,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NoNullElements$WithArray$WithMessage,innerclass,4,4,0,4,4,1,0,6,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,3,0,3,0,0,0,2,25,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\EnumUtilsTest.java,org.apache.commons.lang3.Month,enum,0,1,1,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,0,12,1,0,1,0,0,0,0,24,0,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\JsonToStringStyleTest.java,org.apache.commons.lang3.builder.JsonToStringStyleTest,class,24,24,0,24,31,2,0,37,3,0.29032257,0.4967742,0.4967742,31,0,31,0,0,0,31,0,0,0,1,0,0,1,0,0,1,0,14,337,0,0,0,0,0,160,59,68,8,47,0,4,7,51,91,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\ToStringBuilderTest.java,org.apache.commons.lang3.builder.ToStringBuilderTest$ReflectionTestCycleB,innerclass,2,2,0,2,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,8,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderTest.java,org.apache.commons.lang3.builder.EqualsBuilderTest$TestObjectReference,innerclass,3,3,0,3,3,1,0,1,3,0.6666667,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,1,0,1,13,1,0,0,0,0,2,0,2,0,2,0,0,0,0,8,8,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\exception\CloneFailedExceptionTest.java,org.apache.commons.lang3.exception.CloneFailedExceptionTest,class,3,3,0,3,6,3,0,8,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,6,0,6,1,0,0,3,38,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\AbstractConcurrentInitializerTest.java,org.apache.commons.lang3.concurrent.AbstractConcurrentInitializerTest,class,8,19,11,8,10,3,7,10,10,0.0,0.0,0.0,5,0,4,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,60,0,4,0,0,0,7,5,12,1,11,1,0,1,0,94,1025,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotEmpty$WithCollection,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\ReflectionToStringBuilderTest.java,org.apache.commons.lang3.builder.ReflectionToStringBuilderTest,class,3,3,0,3,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\function\Objects.java,org.apache.commons.lang3.function.Objects,class,7,9,2,7,10,1,0,6,10,0.0,0.0,0.0,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,34,6,0,4,1,0,3,0,2,0,2,2,0,0,0,144,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\builder\CompareToBuilder.java,org.apache.commons.lang3.builder.CompareToBuilder,class,14,18,4,14,139,1,0,49,3,0.29032257,0.51724136,0.51724136,31,6,29,2,0,0,29,0,0,0,1,0,0,1,0,0,0,0,24,402,88,11,73,0,1,5,81,59,0,17,2,0,0,0,237,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\tuple\ImmutablePair.java,org.apache.commons.lang3.tuple.ImmutablePair,class,4,8,4,4,14,2,0,6,45,0.8545455,0.3090909,0.38181818,11,7,11,0,0,0,11,0,0,0,5,3,3,2,0,0,5,0,7,41,9,0,3,0,0,5,1,5,0,5,0,0,0,0,111,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\LazyInitializerSingleInstanceTest.java,org.apache.commons.lang3.concurrent.LazyInitializerSingleInstanceTest$LazyInitializerTestImpl,innerclass,1,1,0,1,1,3,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\FastDatePrinterTest.java,org.apache.commons.lang3.time.FastDatePrinterTest,class,9,11,2,9,30,2,1,40,348,0.9051724,0.096666664,0.12,29,1,23,4,1,1,25,0,0,0,4,4,0,4,0,0,4,0,30,275,6,1,0,0,0,116,75,79,1,71,1,0,1,1,182,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderTest.java,org.apache.commons.lang3.builder.EqualsBuilderTest$TestRecursiveGenericObject,innerclass,1,1,0,1,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,8,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsIsTest.java,org.apache.commons.lang3.StringUtilsIsTest,class,2,2,0,2,8,2,0,10,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,102,0,0,0,0,0,0,0,0,28,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\BackgroundInitializerTest.java,org.apache.commons.lang3.concurrent.BackgroundInitializerTest$AbstractBackgroundInitializerTestImpl,innerclass,3,3,0,3,9,3,0,5,9,0.73333335,0.2,0.4,6,0,3,0,1,2,6,0,0,0,5,0,0,0,0,5,1,0,2,33,2,0,1,0,0,0,2,3,0,5,1,0,0,0,70,12,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\event\EventListenerSupportTest.java,org.apache.commons.lang3.event.EventListenerSupportTest$Anonymous3$Anonymous4,anonymous,0,0,0,0,3,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,2,1,0,0,0,0,0,0,0,11,-1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\time\FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TextField,innerclass,1,1,0,1,5,1,0,3,0,0.16666667,1.0,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,21,1,1,0,0,0,0,2,6,0,5,2,0,0,0,32,10,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ClassUtilsTest.java,org.apache.commons.lang3.ClassUtilsTest$Inner,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\BackgroundInitializerTest.java,org.apache.commons.lang3.concurrent.BackgroundInitializerTest$Anonymous1,anonymous,1,1,0,1,3,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,0,0,0,0,2,0,0,0,9,-1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\Functions.java,org.apache.commons.lang3.Functions$FailableBiConsumer,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,class,22,51,29,22,980,1,0,200,27806,0.9466437,0.050731815,0.09640145,249,248,234,15,0,0,234,0,0,0,7,7,5,2,0,0,7,0,368,2780,561,102,293,0,8,22,451,513,189,366,5,0,0,1,1072,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\MultiBackgroundInitializerSupplierTest.java,org.apache.commons.lang3.concurrent.MultiBackgroundInitializerSupplierTest,class,11,12,1,11,23,6,0,19,5,0.5,0.33333334,0.4,6,0,5,0,1,0,6,0,0,0,4,0,0,4,0,0,0,0,12,155,1,5,0,4,0,19,6,26,4,24,3,0,1,2,102,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\BackgroundInitializerTest.java,org.apache.commons.lang3.concurrent.BackgroundInitializerTest$MethodBackgroundInitializerTestImpl,innerclass,2,2,0,2,3,4,0,1,3,0.0,0.0,0.0,3,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\CharEncoding.java,org.apache.commons.lang3.CharEncoding,class,0,1,1,0,3,1,0,2,0,1.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,6,6,6,0,0,0,6,0,1,19,3,0,1,1,0,0,0,6,0,6,1,0,0,0,139,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\TypeUtilsTest.java,org.apache.commons.lang3.reflect.TypeUtilsTest$This,interface,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\text\FormattableUtils.java,org.apache.commons.lang3.text.FormattableUtils,class,3,4,1,3,14,1,0,12,15,0.8333333,0.0,0.0,6,5,6,0,0,0,6,0,0,0,1,1,0,1,0,0,1,0,7,31,5,1,2,0,1,2,3,5,1,5,1,0,0,0,123,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\time\FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$TimeZoneNameRule,innerclass,3,3,0,3,4,1,0,7,0,0.25,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,4,0,0,4,0,0,4,0,5,20,1,0,1,0,0,0,1,6,0,6,0,0,0,0,34,10,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$ValidState$WitMessage,innerclass,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,1,13,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\JavaVersion.java,org.apache.commons.lang3.JavaVersion,enum,3,6,3,3,41,1,0,15,20,0.7037037,0.33333334,0.47619048,9,5,3,2,0,4,7,0,0,0,3,1,0,3,0,0,3,0,13,130,36,0,1,0,0,50,35,9,3,9,3,0,0,0,136,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\time\StopWatch.java,org.apache.commons.lang3.time.StopWatch,class,4,6,2,4,45,1,0,17,151,0.80092585,0.25230768,0.29846153,27,2,26,1,0,0,26,0,0,0,8,1,0,8,0,0,2,0,13,197,20,0,16,0,0,11,2,25,7,13,1,0,2,0,230,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\MethodUtilsTest.java,org.apache.commons.lang3.reflect.MethodUtilsTest$TestBeanWithInterfaces,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotNaN$WithoutMessage,innerclass,2,2,0,2,4,1,0,4,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,1,0,1,0,0,0,1,26,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\MultilineRecursiveToStringStyleTest.java,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest$Transaction,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,8,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$ExclusiveBetween$WithLong$WithMessage,innerclass,2,2,0,2,5,1,0,4,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,9,3,4,0,4,0,0,0,4,24,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotEmpty$WithCollection$WithoutMessage,innerclass,3,3,0,3,4,1,0,9,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,3,0,3,0,3,0,0,0,2,30,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\function\FailableDoubleSupplier.java,org.apache.commons.lang3.function.FailableDoubleSupplier,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\concurrent\AtomicInitializer.java,org.apache.commons.lang3.concurrent.AtomicInitializer$Builder,innerclass,6,6,0,6,1,3,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,9,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\AtomicSafeInitializerSupplierTest.java,org.apache.commons.lang3.concurrent.AtomicSafeInitializerSupplierTest$Anonymous1,anonymous,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,9,2,0,0,0,0,0,0,1,0,1,1,0,0,0,9,-1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$UtilClassConventions,innerclass,3,3,0,3,4,1,0,8,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,1,1,0,1,0,0,0,0,23,16,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ThreadUtilsTest.java,org.apache.commons.lang3.ThreadUtilsTest,class,9,9,0,9,35,3,0,46,465,0.0,0.0,0.0,31,0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,7,292,0,3,0,8,0,62,30,47,1,47,3,0,1,18,80,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\MethodUtilsTest.java,org.apache.commons.lang3.reflect.MethodUtilsTest$TestBean,innerclass,4,4,0,4,54,1,0,5,1431,0.0,0.0,0.0,54,32,45,7,0,2,47,0,0,0,0,0,0,0,0,0,0,0,1,163,49,0,0,0,0,56,0,1,0,1,0,0,0,0,31,9,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\stream\IntStreams.java,org.apache.commons.lang3.stream.IntStreams,class,0,0,0,0,3,1,0,2,3,0.0,0.0,0.0,3,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,32,1,0
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\time\DateUtils.java,org.apache.commons.lang3.time.DateUtils$ModifyType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0
